Country,Job Title,Age,Quantity,Percentage
Austria,Database Administration Manager,31,65.0,1.1399508944230095
Austria,Database Security Expert,54,62.0,1.0873377762188705
Austria,,24,,
Austria,Data Systems Manager,38,69.0,1.2101017186951946
Austria,,23,,
Austria,,22,,
Austria,,42,,
Austria,Data Warehousing Manager,32,61.0,1.0698000701508243
Austria,,30,,
Austria,Geographic Information Systems Data Administrator (GIS Data Administrator),50,69.0,1.2101017186951946
Austria,Data Base Design Analyst,45,58.0,1.0171869519466854
Austria,Director of Data Operations,47,78.0,1.3679410733076114
Austria,,30,,
Austria,Database Modeler,33,64.0,1.122413188354963
Austria,,21,,
Austria,,27,,
Austria,Data Administrator,40,86.0,1.5082427218519818
Austria,Field Artillery Automated Tactical Data System Specialist,38,15.0,0.2630655910206945
Austria,Database Design Analyst,31,58.0,1.0171869519466854
Austria,Database Security Administrator,19,71.0,1.2451771308312873
Austria,,18,,
Austria,Data Warehousing Engineer,25,59.0,1.0347246580147316
Austria,Geographic Information Systems Database Administrator (GIS Database Administrator),28,73.0,1.28025254296738
Austria,Database Manager,27,78.0,1.3679410733076114
Austria,,18,,
Austria,,34,,
Austria,Geographic Information Systems Data Manager (GIS Data Manager),51,64.0,1.122413188354963
Austria,Data Communications Software Consultant,50,73.0,1.28025254296738
Austria,,34,,
Austria,Clinical Data Specialist,43,8.0,0.14030164854437038
Austria,Data Warehousing Engineer,28,59.0,1.0347246580147316
Austria,,56,,
Austria,,25,,
Austria,,39,,
Austria,"Naval Tactical Data System--Combat Information Center Watch Officer, General",24,15.0,0.2630655910206945
Austria,Data Management Information Technology Specialist,32,61.0,1.0698000701508243
Austria,Database Security Administrator,33,71.0,1.2451771308312873
Austria,Automatic Data Processing Systems Security Specialist (ADP Systems Security),31,85.0,1.4907050157839354
Austria,,31,,
Austria,Data Officer,51,101.0,1.7713083128726763
Austria,Internet Database Specialist,24,72.0,1.2627148368993335
Austria,,43,,
Austria,Data Base Design Analyst,33,58.0,1.0171869519466854
Austria,,40,,
Austria,Data Processing Auditor,19,67.0,1.175026306559102
Austria,Database Software Technician,57,76.0,1.3328656611715188
Austria,GPS Field Data Collector (Global Positioning System Field Data Collector),37,11.0,0.1929147667485093
Austria,Data Security Analyst,26,77.0,1.350403367239565
Austria,,51,,
Austria,,19,,
Austria,,35,,
Austria,Automatic Data Processing Customer Liaison (ADP Customer Liaison),35,88.0,1.5433181339880744
Austria,Electronic Data Processing Auditor (EDP Auditor),33,65.0,1.1399508944230095
Austria,Database Coordinator,55,81.0,1.4205541915117503
Austria,Databases Computer Consultant,34,52.0,0.9119607155384076
Austria,,38,,
Austria,Data Management Associate,44,72.0,1.2627148368993335
Austria,Database Security Administrator,66,71.0,1.2451771308312873
Belgium,,52,,
Belgium,,50,,
Belgium,Data Security Administrator,44,67.0,1.175026306559102
Belgium,Data Warehouse Developer,46,62.0,1.0873377762188705
Belgium,Geographic Information Systems Data Manager (GIS Data Manager),56,64.0,1.122413188354963
Belgium,Health Data Analyst,20,13.0,0.2279901788846019
Belgium,Director of Data Operations,39,78.0,1.3679410733076114
Belgium,Database Security Administrator,26,71.0,1.2451771308312873
Belgium,Data Architect,41,88.0,1.5433181339880744
Belgium,,27,,
Belgium,,55,,
Belgium,,39,,
Belgium,,57,,
Belgium,,28,,
Belgium,,66,,
Belgium,Data Storage Specialist,50,83.0,1.4556296036478429
Belgium,Database Administration Associate,58,73.0,1.28025254296738
Belgium,,48,,
Belgium,,36,,
Belgium,,23,,
Belgium,Data Systems Manager,46,69.0,1.2101017186951946
Belgium,Data Collector,35,9.0,0.1578393546124167
Belgium,,18,,
Belgium,,34,,
Belgium,,45,,
Belgium,Data Architect,36,88.0,1.5433181339880744
Belgium,,20,,
Belgium,Data Security Administrator,44,67.0,1.175026306559102
Belgium,Data Management Information Technology Specialist,44,61.0,1.0698000701508243
Belgium,Database Marketing Analyst,30,61.0,1.0698000701508243
Belgium,,48,,
Belgium,Database Manager,32,78.0,1.3679410733076114
Belgium,,44,,
Belgium,Head of Information Systems and Data Processing,44,71.0,1.2451771308312873
Belgium,Data Warehouse Specialist,40,81.0,1.4205541915117503
Belgium,Data Warehouse Specialist,40,81.0,1.4205541915117503
Belgium,,23,,
Belgium,Data Warehouse Analyst,49,69.0,1.2101017186951946
Belgium,Geographic Information Systems Data Manager (GIS Data Manager),29,64.0,1.122413188354963
Belgium,,19,,
Belgium,,27,,
Belgium,Database Consultant,37,84.0,1.4731673097158893
Belgium,Data Manager,48,14.0,0.24552788495264818
Belgium,Data Security Administrator,31,67.0,1.175026306559102
Belgium,,47,,
Belgium,Data Processing Systems Project Planner,44,65.0,1.1399508944230095
Belgium,Database Marketing Analyst,49,61.0,1.0698000701508243
Belgium,Automatic Data Processing Planner,47,78.0,1.3679410733076114
Belgium,Data Coordinator,44,88.0,1.5433181339880744
Belgium,Data Communications Analyst,51,69.0,1.2101017186951946
Belgium,Field Artillery Automated Tactical Data System Specialist,52,15.0,0.2630655910206945
Belgium,Data Entry Associate,19,10.0,0.175377060680463
Belgium,Database Tester,43,77.0,1.350403367239565
Belgium,Data Entry Representative,58,17.0,0.2981410031567871
Belgium,Data Base Design Analyst,46,58.0,1.0171869519466854
Belgium,,38,,
Belgium,,20,,
Belgium,Automatic Data Processing Customer Liaison (ADP Customer Liaison),52,88.0,1.5433181339880744
Belgium,,28,,
Belgium,Database Manager,33,78.0,1.3679410733076114
Belgium,,27,,
Belgium,Clinical Data Associate,46,17.0,0.2981410031567871
Belgium,Data Warehousing Manager,49,61.0,1.0698000701508243
Belgium,,46,,
Belgium,Database Architect,32,72.0,1.2627148368993335
Belgium,Data Management Information Technology Specialist,44,61.0,1.0698000701508243
Belgium,,26,,
Belgium,,31,,
Belgium,,49,,
Belgium,Electronic Data Processing Auditor (EDP Auditor),56,65.0,1.1399508944230095
Belgium,,21,,
Belgium,,35,,
Belgium,Data Management Associate,29,72.0,1.2627148368993335
Belgium,Data Scientist,25,67.0,1.175026306559102
Belgium,,29,,
Belgium,Data Officer,42,101.0,1.7713083128726763
Belgium,Medical Data Analyst,51,13.0,0.2279901788846019
Belgium,Database Design Analyst,46,58.0,1.0171869519466854
Belgium,Director of Data Operations,30,78.0,1.3679410733076114
Belgium,,26,,
Belgium,Database Coordinator,42,81.0,1.4205541915117503
Belgium,Data Scientist,47,67.0,1.175026306559102
Belgium,,46,,
Belgium,Marketing Database Analyst,48,15.0,0.2630655910206945
Belgium,,50,,
Belgium,Data Warehousing Manager,52,61.0,1.0698000701508243
Belgium,Database Designer,31,64.0,1.122413188354963
Belgium,Database Designer,36,64.0,1.122413188354963
Belgium,,18,,
Belgium,,25,,
Belgium,,23,,
Belgium,,46,,
Belgium,,55,,
Belgium,,25,,
Belgium,,42,,
Belgium,,30,,
Belgium,Oracle Database Administrator (Oracle DBA),52,78.0,1.3679410733076114
Belgium,,57,,
Belgium,,24,,
Belgium,Database Management System Specialist (DBMS Specialist),60,76.0,1.3328656611715188
Belgium,SQL Database Administrator,44,65.0,1.1399508944230095
Belgium,Director of Data Operations,47,78.0,1.3679410733076114
Belgium,,30,,
Belgium,Data Processing Manager,28,73.0,1.28025254296738
Belgium,Crime Data Specialist,29,8.0,0.14030164854437038
Belgium,Data Officer,43,101.0,1.7713083128726763
Belgium,Database Consultant,49,84.0,1.4731673097158893
Belgium,Geographic Information Systems Data Specialist (GIS Data Specialist),37,87.0,1.525780427920028
Belgium,,20,,
Belgium,,31,,
Belgium,,60,,
Belgium,Data Miner,28,72.0,1.2627148368993335
Belgium,Automatic Data Processing Systems Security Specialist (ADP Systems Security),60,85.0,1.4907050157839354
Belgium,Data Administrator,29,86.0,1.5082427218519818
Belgium,,49,,
Belgium,Database Engineer,49,77.0,1.350403367239565
Belgium,Data Scientist,54,67.0,1.175026306559102
Belgium,Log Data Technician,49,12.0,0.2104524728165556
Belgium,,23,,
Belgium,Geographic Information Systems Data Manager (GIS Data Manager),47,64.0,1.122413188354963
Belgium,Database Engineer,45,77.0,1.350403367239565
Belgium,,27,,
Belgium,Database Engineer,54,77.0,1.350403367239565
Belgium,,24,,
Belgium,,52,,
Belgium,,35,,
Belgium,Flight Data Technician,34,14.0,0.24552788495264818
Belgium,Database Software Technician,41,76.0,1.3328656611715188
Belgium,,21,,
Belgium,Automatic Data Processing Planner (ADP Planner),37,77.0,1.350403367239565
Belgium,Data Capture Specialist,56,7.0,0.12276394247632409
Belgium,Reference Data Expert,40,9.0,0.1578393546124167
Belgium,,51,,
Belgium,Clinical Data Associate,33,17.0,0.2981410031567871
Belgium,Data Entry Specialist,42,10.0,0.175377060680463
Belgium,Data Architect,49,88.0,1.5433181339880744
Belgium,Database Development and Administration Project Manager,47,75.0,1.3153279551034724
Belgium,,36,,
Belgium,Geographic Information Systems Data Specialist (GIS Data Specialist),45,87.0,1.525780427920028
Belgium,,63,,
Belgium,,27,,
Belgium,Data Officer,34,101.0,1.7713083128726763
Belgium,,23,,
Belgium,,34,,
Belgium,Clinical Data Associate,51,17.0,0.2981410031567871
Belgium,,53,,
Belgium,Data Administrator,54,86.0,1.5082427218519818
Belgium,,52,,
Belgium,Data Recovery Planner,38,13.0,0.2279901788846019
Belgium,,51,,
Belgium,Database Management System Specialist (DBMS Specialist),32,76.0,1.3328656611715188
Belgium,,23,,
Belgium,,47,,
Belgium,Data Processing Consultant,46,53.0,0.9294984216064539
Belgium,Clinical Data Coordinator,57,10.0,0.175377060680463
Belgium,Data Processing Systems Analyst,44,76.0,1.3328656611715188
Belgium,Data Processing Systems Analyst,31,76.0,1.3328656611715188
Belgium,,60,,
Belgium,Automatic Data Processing Planner,47,78.0,1.3679410733076114
Belgium,Data Scientist,24,67.0,1.175026306559102
Belgium,,31,,
Belgium,Automatic Data Processing Systems Security Specialist (ADP Systems Security),55,85.0,1.4907050157839354
Belgium,Data Security Analyst,53,77.0,1.350403367239565
Belgium,Database Manager,45,78.0,1.3679410733076114
Belgium,,43,,
Belgium,Database Administration Associate,49,73.0,1.28025254296738
Belgium,,57,,
Belgium,,29,,
Belgium,,60,,
Belgium,Data Security Analyst,45,77.0,1.350403367239565
Belgium,Data Officer,24,101.0,1.7713083128726763
Belgium,,37,,
Belgium,Data Processing Systems Project Planner,42,65.0,1.1399508944230095
Belgium,Data Administrator,31,86.0,1.5082427218519818
Belgium,,40,,
Belgium,,21,,
Belgium,Database Tester,40,77.0,1.350403367239565
Belgium,Health Data Analyst,46,13.0,0.2279901788846019
Belgium,Health Data Analyst,51,13.0,0.2279901788846019
Bulgaria,,44,,
Bulgaria,Database Administration Manager,51,65.0,1.1399508944230095
Bulgaria,Geographic Information Systems Database Administrator (GIS Database Administrator),62,73.0,1.28025254296738
Bulgaria,,22,,
Bulgaria,Data Processing Auditor,50,67.0,1.175026306559102
Bulgaria,Database Design Analyst,23,58.0,1.0171869519466854
Bulgaria,,49,,
Bulgaria,Geographic Information Systems Data Manager (GIS Data Manager),29,64.0,1.122413188354963
Bulgaria,Automatic Data Processing Planner (ADP Planner),64,77.0,1.350403367239565
Bulgaria,,38,,
Bulgaria,Head of Information Systems and Data Processing,49,71.0,1.2451771308312873
Bulgaria,Internet Database Specialist,50,72.0,1.2627148368993335
Bulgaria,,69,,
Bulgaria,,44,,
Bulgaria,,34,,
Bulgaria,Data Miner,29,72.0,1.2627148368993335
Bulgaria,,62,,
Bulgaria,Data Miner,48,72.0,1.2627148368993335
Bulgaria,,39,,
Bulgaria,Database Security Expert,40,62.0,1.0873377762188705
Bulgaria,,35,,
Bulgaria,Database Modeler,42,64.0,1.122413188354963
Bulgaria,Internet Database Specialist,57,72.0,1.2627148368993335
Bulgaria,Data Warehousing Specialist,50,59.0,1.0347246580147316
Bulgaria,Data Warehouse Specialist,28,81.0,1.4205541915117503
Bulgaria,Data Administrator,26,86.0,1.5082427218519818
Bulgaria,Business Database Analyst,44,12.0,0.2104524728165556
Bulgaria,SQL Database Administrator,35,65.0,1.1399508944230095
Bulgaria,Database Tester,34,77.0,1.350403367239565
Bulgaria,Data Communications Analyst,43,69.0,1.2101017186951946
Bulgaria,Database Analyst,36,22.0,0.3858295334970186
Bulgaria,Data Storage Specialist,51,83.0,1.4556296036478429
Bulgaria,SQL Database Administrator,43,65.0,1.1399508944230095
Bulgaria,Automatic Data Processing Planner,56,78.0,1.3679410733076114
Bulgaria,Data Architect,44,88.0,1.5433181339880744
Bulgaria,,35,,
Bulgaria,Data Center Manager,50,4.0,0.07015082427218519
Bulgaria,,45,,
Bulgaria,,22,,
Bulgaria,Data Warehouse Developer,48,62.0,1.0873377762188705
Bulgaria,Data Control Assistant,28,8.0,0.14030164854437038
Bulgaria,Database Development Project Manager,29,11.0,0.1929147667485093
Bulgaria,Electronic Data Processing Auditor (EDP Auditor),33,65.0,1.1399508944230095
Bulgaria,,49,,
Bulgaria,Data Administrator,28,86.0,1.5082427218519818
Bulgaria,SCADA Technician (Supervisory Control and Data Acquisition Technician),47,13.0,0.2279901788846019
Bulgaria,Survey Data Technician,43,11.0,0.1929147667485093
Bulgaria,,42,,
Bulgaria,Data Warehouse Specialist,40,81.0,1.4205541915117503
Bulgaria,,34,,
Bulgaria,Computer or Data Processing Systems Consultant,50,88.0,1.5433181339880744
Bulgaria,Data Processing Manager,66,73.0,1.28025254296738
Bulgaria,"Engineer, System Electronic Data Processing (Engineer, System EDP)",32,61.0,1.0698000701508243
Bulgaria,,33,,
Bulgaria,Data Warehouse Architect,31,77.0,1.350403367239565
Bulgaria,,20,,
Bulgaria,Database Modeler,45,64.0,1.122413188354963
Bulgaria,,30,,
Bulgaria,Data Warehouse Architect,29,77.0,1.350403367239565
Bulgaria,Data Warehousing Specialist,44,59.0,1.0347246580147316
Bulgaria,"Naval Tactical Data System--Combat Information Center Watch Officer, Carrier Controlled Approach Controller",44,12.0,0.2104524728165556
Bulgaria,,69,,
Bulgaria,Data Warehousing Engineer,45,59.0,1.0347246580147316
Bulgaria,Database Designer,29,64.0,1.122413188354963
Bulgaria,Data Warehouse Developer,47,62.0,1.0873377762188705
Bulgaria,,43,,
Bulgaria,,37,,
Bulgaria,,46,,
Bulgaria,,24,,
Bulgaria,,60,,
Bulgaria,Database Software Technician,58,76.0,1.3328656611715188
Bulgaria,Data Warehouse Architect,41,77.0,1.350403367239565
Bulgaria,Data Processing Manager,45,73.0,1.28025254296738
Bulgaria,,65,,
Bulgaria,Data Compiler,30,16.0,0.28060329708874077
Bulgaria,Database Coordinator,44,81.0,1.4205541915117503
Bulgaria,"Naval Tactical Data System--Combat Information Center Watch Officer, Carrier Controlled Approach Controller",51,12.0,0.2104524728165556
Bulgaria,,49,,
Bulgaria,,63,,
Bulgaria,,63,,
Bulgaria,Data Warehouse Specialist,30,81.0,1.4205541915117503
Bulgaria,Data Systems Manager,35,69.0,1.2101017186951946
Bulgaria,Geographic Information Systems Data Specialist (GIS Data Specialist),33,87.0,1.525780427920028
Bulgaria,Data Security Administrator,44,67.0,1.175026306559102
Bulgaria,Database Administration Associate,31,73.0,1.28025254296738
Bulgaria,Database Tester,46,77.0,1.350403367239565
Bulgaria,Data Base Design Analyst,47,58.0,1.0171869519466854
Bulgaria,,24,,
Bulgaria,,22,,
Bulgaria,Database Consultant,57,84.0,1.4731673097158893
Bulgaria,Database Architect,60,72.0,1.2627148368993335
Bulgaria,Data Modeling Specialist,52,81.0,1.4205541915117503
Bulgaria,"Engineer, System Electronic Data Processing (Engineer, System EDP)",44,61.0,1.0698000701508243
Bulgaria,Data Processing Systems Analyst,53,76.0,1.3328656611715188
Bulgaria,"Engineer, System Electronic Data Processing (Engineer, System EDP)",33,61.0,1.0698000701508243
Bulgaria,,56,,
Bulgaria,,45,,
Bulgaria,,56,,
Bulgaria,Clinical Data Manager,44,13.0,0.2279901788846019
Bulgaria,Internet Database Specialist,49,72.0,1.2627148368993335
Bulgaria,Data Security Analyst,27,77.0,1.350403367239565
Bulgaria,,21,,
Bulgaria,Data Warehouse Specialist,43,81.0,1.4205541915117503
Bulgaria,,34,,
Bulgaria,,34,,
Bulgaria,Geographic Information Systems Data Specialist (GIS Data Specialist),49,87.0,1.525780427920028
Bulgaria,Data Abstractor,28,7.0,0.12276394247632409
Bulgaria,Clinical Data Management Associate Director,45,12.0,0.2104524728165556
Bulgaria,,25,,
Bulgaria,Database Designer,41,64.0,1.122413188354963
Bulgaria,Geographic Information Systems Data Administrator (GIS Data Administrator),46,69.0,1.2101017186951946
Bulgaria,Data Coordinator,42,88.0,1.5433181339880744
Bulgaria,Internet Database Specialist,31,72.0,1.2627148368993335
Bulgaria,Data Reduction Technician,39,15.0,0.2630655910206945
Bulgaria,Head of Information Systems and Data Processing,51,71.0,1.2451771308312873
Bulgaria,Database Software Technician,37,76.0,1.3328656611715188
Bulgaria,Data Processing Systems Analyst,28,76.0,1.3328656611715188
Bulgaria,Data Processing Auditor,57,67.0,1.175026306559102
Bulgaria,Data Operations Director,62,38.0,0.6664328305857594
Bulgaria,,45,,
Bulgaria,,38,,
Bulgaria,,49,,
Bulgaria,Database Administration Associate,38,73.0,1.28025254296738
Bulgaria,Geographic Information Systems Data Specialist (GIS Data Specialist),46,87.0,1.525780427920028
Bulgaria,,24,,
Bulgaria,Geographic Information Systems Database Administrator (GIS Database Administrator),55,73.0,1.28025254296738
Bulgaria,Data Management Information Technology Specialist,29,61.0,1.0698000701508243
Bulgaria,,31,,
Bulgaria,Data Recovery Planner,52,13.0,0.2279901788846019
Bulgaria,,58,,
Bulgaria,Database Security Administrator,37,71.0,1.2451771308312873
Bulgaria,Director of Data Operations,41,78.0,1.3679410733076114
Bulgaria,,63,,
Bulgaria,Data Management Associate,31,72.0,1.2627148368993335
Bulgaria,Data Officer,49,101.0,1.7713083128726763
Bulgaria,Data Architect,30,88.0,1.5433181339880744
Bulgaria,Data Processing Manager,63,73.0,1.28025254296738
Bulgaria,Data Center Operator,29,17.0,0.2981410031567871
Bulgaria,Geographic Information Systems Data Specialist (GIS Data Specialist),42,87.0,1.525780427920028
Bulgaria,Data Warehouse Specialist,45,81.0,1.4205541915117503
Bulgaria,Head of Information Systems and Data Processing,64,71.0,1.2451771308312873
Cyprus,,20,,
Cyprus,Data Communications Analyst,34,69.0,1.2101017186951946
Cyprus,Data Management Associate,32,72.0,1.2627148368993335
Cyprus,Data Warehousing Specialist,46,59.0,1.0347246580147316
Cyprus,,20,,
Cyprus,Data Systems Manager,46,69.0,1.2101017186951946
Cyprus,Data Modeling Specialist,46,81.0,1.4205541915117503
Cyprus,Head of Information Systems and Data Processing,46,71.0,1.2451771308312873
Cyprus,Clinical Trials Data Coordinator,23,5.0,0.0876885303402315
Cyprus,,54,,
Cyprus,,43,,
Cyprus,,34,,
Cyprus,Database Administrator (DBA),47,10.0,0.175377060680463
Czechia,Database Consultant,34,84.0,1.4731673097158893
Czechia,,68,,
Czechia,Database Software Technician,54,76.0,1.3328656611715188
Czechia,Data Storage Specialist,55,83.0,1.4556296036478429
Czechia,Data Center Operator,52,17.0,0.2981410031567871
Czechia,,52,,
Czechia,Data Officer,42,101.0,1.7713083128726763
Czechia,Database Management System Specialist (DBMS Specialist),37,76.0,1.3328656611715188
Czechia,,46,,
Czechia,Data Processing Auxiliary Equipment Operator,48,8.0,0.14030164854437038
Czechia,SCADA Technician (Supervisory Control and Data Acquisition Technician),54,13.0,0.2279901788846019
Czechia,Data Collection Technician,54,19.0,0.3332164152928797
Czechia,Data Operations Director,40,38.0,0.6664328305857594
Czechia,Data Warehousing Engineer,46,59.0,1.0347246580147316
Czechia,Data Warehouse Analyst,49,69.0,1.2101017186951946
Czechia,Health Data Analyst,25,13.0,0.2279901788846019
Czechia,Automatic Data Processing Systems Security Specialist (ADP Systems Security),55,85.0,1.4907050157839354
Czechia,Database Software Technician,52,76.0,1.3328656611715188
Czechia,Database Specialist,38,61.0,1.0698000701508243
Czechia,Database Tester,47,77.0,1.350403367239565
Czechia,Internet Database Specialist,57,72.0,1.2627148368993335
Czechia,Geographic Information Systems Data Manager (GIS Data Manager),66,64.0,1.122413188354963
Czechia,,46,,
Czechia,,34,,
Czechia,,26,,
Czechia,Database Security Expert,34,62.0,1.0873377762188705
Czechia,,20,,
Czechia,Automatic Data Processing Customer Liaison (ADP Customer Liaison),25,88.0,1.5433181339880744
Czechia,"Engineer, System Electronic Data Processing (Engineer, System EDP)",60,61.0,1.0698000701508243
Czechia,Data Processing Systems Analyst,41,76.0,1.3328656611715188
Czechia,Data Operations Director,60,38.0,0.6664328305857594
Czechia,Computer or Data Processing Systems Consultant,42,88.0,1.5433181339880744
Czechia,Database Marketing Analyst,27,61.0,1.0698000701508243
Czechia,Head of Information Systems and Data Processing,42,71.0,1.2451771308312873
Czechia,,47,,
Czechia,Data Acquisition Technician,29,12.0,0.2104524728165556
Czechia,Automatic Data Processing Planner (ADP Planner),47,77.0,1.350403367239565
Czechia,Data Systems Manager,56,69.0,1.2101017186951946
Czechia,,50,,
Czechia,Oracle Database Administrator (Oracle DBA),45,78.0,1.3679410733076114
Czechia,Geographic Information Systems Database Administrator (GIS Database Administrator),44,73.0,1.28025254296738
Czechia,,51,,
Czechia,Data Processing Systems Project Planner,45,65.0,1.1399508944230095
Czechia,,52,,
Czechia,GPS Field Data Collector (Global Positioning System Field Data Collector),44,11.0,0.1929147667485093
Czechia,Data Warehousing Specialist,51,59.0,1.0347246580147316
Czechia,Data Architect,34,88.0,1.5433181339880744
Czechia,Database Administrator (DBA),22,10.0,0.175377060680463
Czechia,Director of Data Operations,48,78.0,1.3679410733076114
Czechia,,61,,
Czechia,,24,,
Czechia,Data Communications Software Consultant,46,73.0,1.28025254296738
Czechia,,37,,
Czechia,Internet Database Specialist,39,72.0,1.2627148368993335
Czechia,,24,,
Czechia,Data Storage Specialist,43,83.0,1.4556296036478429
Czechia,,20,,
Czechia,Database Development and Administration Project Manager,62,75.0,1.3153279551034724
Czechia,,33,,
Czechia,Data Miner,61,72.0,1.2627148368993335
Czechia,Data Processing Manager,58,73.0,1.28025254296738
Czechia,Data Warehousing Manager,34,61.0,1.0698000701508243
Czechia,,47,,
Czechia,Clinical Data Coordinator,45,10.0,0.175377060680463
Czechia,Database Consultant,34,84.0,1.4731673097158893
Czechia,Data Keyer,28,9.0,0.1578393546124167
Czechia,Data Scientist,42,67.0,1.175026306559102
Czechia,Databases Computer Consultant,46,52.0,0.9119607155384076
Czechia,Data Administrator,54,86.0,1.5082427218519818
Czechia,,62,,
Czechia,Data Operations Director,45,38.0,0.6664328305857594
Czechia,Database Engineer,35,77.0,1.350403367239565
Czechia,Head of Information Systems and Data Processing,42,71.0,1.2451771308312873
Czechia,Database Coordinator,44,81.0,1.4205541915117503
Czechia,,23,,
Czechia,Data Processing Mechanic,43,6.0,0.1052262364082778
Czechia,,30,,
Czechia,Data Security Analyst,44,77.0,1.350403367239565
Czechia,Database Security Administrator,46,71.0,1.2451771308312873
Czechia,,59,,
Czechia,Data Processing Auditor,47,67.0,1.175026306559102
Czechia,Internet Database Specialist,44,72.0,1.2627148368993335
Czechia,Data Sciences Director,31,16.0,0.28060329708874077
Czechia,Data Officer,43,101.0,1.7713083128726763
Czechia,Automatic Data Processing Planner,52,78.0,1.3679410733076114
Czechia,Database Engineer,42,77.0,1.350403367239565
Czechia,Oracle Database Administrator (Oracle DBA),42,78.0,1.3679410733076114
Czechia,,24,,
Czechia,,45,,
Czechia,Oracle Database Administrator (Oracle DBA),55,78.0,1.3679410733076114
Czechia,Electronic Data Processing Auditor (EDP Auditor),35,65.0,1.1399508944230095
Czechia,Database Software Technician,45,76.0,1.3328656611715188
Czechia,Maintenance Data Analyst,46,9.0,0.1578393546124167
Czechia,Data Coordinator,57,88.0,1.5433181339880744
Czechia,,25,,
Czechia,Databases Software Consultant,36,44.0,0.7716590669940372
Czechia,Data Officer,34,101.0,1.7713083128726763
Czechia,,32,,
Czechia,Data Entry Machine Operator,45,11.0,0.1929147667485093
Czechia,Data Management Information Technology Specialist,44,61.0,1.0698000701508243
Czechia,,25,,
Czechia,,43,,
Czechia,Data Warehouse Architect,63,77.0,1.350403367239565
Czechia,Data Warehousing Manager,34,61.0,1.0698000701508243
Czechia,SQL Database Administrator,31,65.0,1.1399508944230095
Czechia,Data Modeling Specialist,41,81.0,1.4205541915117503
Czechia,,24,,
Czechia,Micro Computer Data Processor,47,15.0,0.2630655910206945
Czechia,,34,,
Czechia,,40,,
Czechia,,18,,
Czechia,,47,,
Czechia,Data Officer,48,101.0,1.7713083128726763
Czechia,,27,,
Czechia,,65,,
Czechia,Geographic Information Systems Data Administrator (GIS Data Administrator),41,69.0,1.2101017186951946
Czechia,,49,,
